"organelle","prot","ch2"
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0.6
"Endosomes","Sec61",1
"Endosomes","Sec61",0.611111111111111
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0.193548387096774
"Endosomes","Sec61",0.692307692307692
"Endosomes","Sec61",1
"Endosomes","Sec61",1
"Endosomes","Sec61",1
"Endosomes","Sec61",1
"Endosomes","Sec61",0.941176470588235
"Endosomes","Sec61",0
"Endosomes","Sec61",1
"Endosomes","Sec61",0.96
"Endosomes","Sec61",0.5
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",0
"Endosomes","Sec61",1
"Endosomes","Sec61",1
"Endosomes","Sec61",1
"Endosomes","Sec61",1
"Endosomes","Sec61",0.933333333333333
"Endosomes","Sec61",1
"Endosomes","Sec61",1
"Endosomes","Sec61",0.210526315789474
"Endosomes","Sec61",0.454545454545455
"Endosomes","Sec61",0.884615384615385
"Endosomes","Sec61",0.538461538461538
"Endosomes","Sec61",0.435897435897436
"Endosomes","Sec61",0.428571428571429
"LDs","LBR",0.168316831683168
"LDs","LBR",0.25
"LDs","LBR",0.357894736842105
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0.05
"LDs","LBR",0.170731707317073
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0.0634920634920635
"LDs","LBR",0
"LDs","LBR",0.156862745098039
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0.0789473684210526
"LDs","LBR",0.048780487804878
"LDs","LBR",0.255813953488372
"LDs","LBR",0.226415094339623
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0
"LDs","LBR",0.950819672131147
"LDs","LBR",0.320754716981132
"LDs","LBR",1
"LDs","LBR",0.527272727272727
"LDs","LBR",0.714285714285714
"LDs","LBR",0.711864406779661
"LDs","LBR",0.87719298245614
"LDs","LBR",0.912087912087912
"LDs","LBR",0.986111111111111
"LDs","LBR",0.919354838709677
"LDs","LBR",0.842857142857143
"LDs","LBR",0.741176470588235
"LDs","LBR",0.961038961038961
"LDs","LBR",0.633333333333333
"LDs","LBR",0.482758620689655
"LDs","LBR",0.285714285714286
"LDs","LBR",0.8125
"LDs","LBR",0.63265306122449
"LDs","LBR",0.4
"LDs","LBR",0.585365853658537
"LDs","LBR",0.970149253731343
"LDs","LBR",0.352112676056338
"LDs","LBR",0.56
"LDs","LBR",0.460526315789474
"LDs","LBR",0.726190476190476
"LDs","LBR",0.693877551020408
"LDs","LBR",0.467741935483871
"LDs","LBR",0.783333333333333
"LDs","LBR",1
"LDs","LBR",1
"LDs","LBR",0.932203389830508
"LDs","LBR",1
"LDs","LBR",0.893617021276596
"LDs","LBR",0.298245614035088
"LDs","LBR",0.56
"LDs","LBR",0.183098591549296
"LDs","LBR",0.0153846153846154
"LDs","LBR",0.19672131147541
"LDs","LBR",0.553571428571429
"LDs","LBR",0.838709677419355
"LDs","LBR",0.527027027027027
"LDs","LBR",1
"LDs","LBR",0.816901408450704
"LDs","LBR",0.6875
"LDs","LBR",0.521739130434783
"LDs","LBR",0.619047619047619
"LDs","LBR",0.581395348837209
"LDs","LBR",0.824561403508772
"LDs","LBR",0.163636363636364
"LDs","LBR",0.890909090909091
"LDs","LBR",0.794871794871795
"LDs","LBR",1
"LDs","LBR",1
"LDs","LBR",0
"LDs","LBR",0.928571428571429
"LDs","LBR",0.930555555555556
"LDs","LBR",1
"LDs","LBR",0.363636363636364
"LDs","LBR",0.769230769230769
"LDs","LBR",0.395833333333333
"LDs","LBR",0.25
"LDs","LBR",0.160714285714286
"LDs","LBR",0.39622641509434
"LDs","LBR",1
"LDs","LBR",0.704225352112676
"LDs","LBR",0.657534246575342
"LDs","LBR",0.154761904761905
"LDs","LBR",0.223880597014925
"LDs","LBR",0.775510204081633
"LDs","LBR",0.666666666666667
"LDs","LBR",0.60377358490566
"LDs","LBR",0
"LDs","LBR",0.395833333333333
"LDs","LBR",0
"LDs","LBR",0.557142857142857
"LDs","LBR",0.811594202898551
"LDs","LBR",1
"LDs","LBR",0
"LDs","LBR",0.391304347826087
"LDs","LBR",1
"LDs","LBR",0.630434782608696
"LDs","LBR",0.98780487804878
"LDs","LBR",1
"LDs","LBR",1
"LDs","LBR",0.386363636363636
"LDs","LBR",0.833333333333333
"LDs","LBR",0.772727272727273
"LDs","LBR",0.111111111111111
"LDs","LBR",0.892857142857143
"LDs","LBR",0.51063829787234
"LDs","LBR",0.946428571428571
"LDs","LBR",1
"LDs","LBR",0.602409638554217
"LDs","LBR",0.622222222222222
"LDs","LBR",0.830188679245283
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0.0566037735849057
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0.0227272727272727
"LDs","Sec61",0.0847457627118644
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0.103448275862069
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0.924242424242424
"LDs","Sec61",1
"LDs","Sec61",0.96551724137931
"LDs","Sec61",0
"LDs","Sec61",0.618181818181818
"LDs","Sec61",0.957446808510638
"LDs","Sec61",0.916666666666667
"LDs","Sec61",0.39622641509434
"LDs","Sec61",0
"LDs","Sec61",0.930555555555556
"LDs","Sec61",0.67741935483871
"LDs","Sec61",0.916666666666667
"LDs","Sec61",0.861111111111111
"LDs","Sec61",1
"LDs","Sec61",0.692307692307692
"LDs","Sec61",1
"LDs","Sec61",1
"LDs","Sec61",1
"LDs","Sec61",0.813953488372093
"LDs","Sec61",1
"LDs","Sec61",1
"LDs","Sec61",1
"LDs","Sec61",0.0136986301369863
"LDs","Sec61",1
"LDs","Sec61",0.655172413793103
"LDs","Sec61",0
"LDs","Sec61",0.909090909090909
"LDs","Sec61",1
"LDs","Sec61",0.722222222222222
"LDs","Sec61",0.63265306122449
"LDs","Sec61",0
"LDs","Sec61",1
"LDs","Sec61",0.448717948717949
"LDs","Sec61",1
"LDs","Sec61",1
"LDs","Sec61",1
"LDs","Sec61",0.794117647058823
"LDs","Sec61",1
"LDs","Sec61",0.777777777777778
"LDs","Sec61",0.583333333333333
"LDs","Sec61",0.639344262295082
"LDs","Sec61",0.753846153846154
"LDs","Sec61",0.244897959183673
"LDs","Sec61",0.769230769230769
"LDs","Sec61",0.814814814814815
"LDs","Sec61",0.757575757575758
"LDs","Sec61",1
"LDs","Sec61",1
"LDs","Sec61",1
"LDs","Sec61",0.423728813559322
"LDs","Sec61",0.53030303030303
"LDs","Sec61",0.970588235294118
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0
"LDs","Sec61",0.875
"LDs","Sec61",0
"LDs","Sec61",0.208333333333333
"LDs","Sec61",0.714285714285714
"LDs","Sec61",0.930232558139535
"LDs","Sec61",0
"LDs","Sec61",1
"LDs","Sec61",0
"LDs","Sec61",0.15
"LDs","Sec61",0.5
"LDs","Sec61",0.133333333333333
"Lysosomes","LBR",1
"Lysosomes","LBR",1
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0.0697674418604651
"Lysosomes","LBR",0
"Lysosomes","LBR",0.184210526315789
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0.352941176470588
"Lysosomes","LBR",0
"Lysosomes","LBR",0.875
"Lysosomes","LBR",0.5
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0.032258064516129
"Lysosomes","LBR",0.6
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0.166666666666667
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0.4
"Lysosomes","LBR",0.111111111111111
"Lysosomes","LBR",0.56
"Lysosomes","LBR",0.428571428571429
"Lysosomes","LBR",0.32
"Lysosomes","LBR",0.88235294117647
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","LBR",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0.264705882352941
"Lysosomes","Sec61",0.206896551724138
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0.0526315789473684
"Lysosomes","Sec61",0.722222222222222
"Lysosomes","Sec61",0.541666666666667
"Lysosomes","Sec61",0.962962962962963
"Lysosomes","Sec61",1
"Lysosomes","Sec61",0.727272727272727
"Lysosomes","Sec61",0.526315789473684
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0.444444444444444
"Lysosomes","Sec61",0.666666666666667
"Lysosomes","Sec61",0
"Lysosomes","Sec61",0.619047619047619
"Lysosomes","Sec61",1
"Lysosomes","Sec61",1
"Lysosomes","Sec61",1
"Lysosomes","Sec61",0.761904761904762
"Lysosomes","Sec61",0.923076923076923
"Lysosomes","Sec61",1
"Lysosomes","Sec61",0.6
"Lysosomes","Sec61",1
"Lysosomes","Sec61",0.647058823529412
"Lysosomes","Sec61",1
"Lysosomes","Sec61",1
"Lysosomes","Sec61",0.678571428571429
"Lysosomes","Sec61",0.933333333333333
"Lysosomes","Sec61",1
"Lysosomes","Sec61",0
"Lysosomes","Sec61",1
"Lysosomes","Sec61",1
"Lysosomes","Sec61",0.153846153846154
"Lysosomes","Sec61",0
